class,mem,fhr,bss,base rate,auc
torn_rptdist_2hr,12,13,0.058078563792830495,0.0002918756745382595,0.98893532963632
any_rptdist_2hr,12,13,0.1169749225607748,0.002335005396306076,0.9748933219498055
sighail_rptdist_2hr,13,13,-0.0011418356116286166,4.75146446922748e-05,0.9486722904698549
sigwind_rptdist_2hr,13,13,0.04095326263758159,0.00021720980430754193,0.9880169188884589
hailone_rptdist_2hr,13,13,0.025125187081966982,0.0005633879299226869,0.9709466942750627
wind_rptdist_2hr,13,13,0.11400410188450116,0.0018428894334218012,0.9813688473067174
torn_rptdist_2hr,13,13,0.024503836529136347,0.0002918756745382595,0.9915468321690688
any_rptdist_2hr,13,13,0.1102091453481554,0.002335005396306076,0.9765558607130554
sighail_rptdist_2hr,14,13,-0.00022936212555135782,4.75146446922748e-05,0.9416279096829749
sigwind_rptdist_2hr,14,13,0.04412896733822458,0.00021720980430754193,0.9889187263648153
hailone_rptdist_2hr,14,13,0.02236051442158138,0.0005633879299226869,0.9731547829459648
wind_rptdist_2hr,14,13,0.10270016077777433,0.0018428894334218012,0.9824882168634761
torn_rptdist_2hr,14,13,0.04507028324976581,0.0002918756745382595,0.989891683141114
any_rptdist_2hr,14,13,0.1037836859097695,0.002335005396306076,0.9772497385127159
sighail_rptdist_2hr,15,13,-0.001206306760011433,4.75146446922748e-05,0.9610608681822942
sigwind_rptdist_2hr,15,13,0.07918380998816932,0.00021720980430754193,0.9880791893258922
hailone_rptdist_2hr,15,13,0.025223703872474967,0.0005633879299226869,0.9740798258232604
wind_rptdist_2hr,15,13,0.10642875576836253,0.0018428894334218012,0.9816695744376247
torn_rptdist_2hr,15,13,0.052206739322697926,0.0002918756745382595,0.9874024560084887
any_rptdist_2hr,15,13,0.10615941380801697,0.002335005396306076,0.9769177642764026
sighail_rptdist_2hr,16,13,0.0001703283667977562,4.75146446922748e-05,0.9678066925132757
sigwind_rptdist_2hr,16,13,0.05113023292171093,0.00021720980430754193,0.9886165237947329
hailone_rptdist_2hr,16,13,0.02141245829802485,0.0005633879299226869,0.9726103783512208
wind_rptdist_2hr,16,13,0.09265467427400509,0.0018428894334218012,0.9811499340107285
torn_rptdist_2hr,16,13,0.044713305845678675,0.0002918756745382595,0.988101902877607
any_rptdist_2hr,16,13,0.10185481873651425,0.002335005396306076,0.9762975626600352
sighail_rptdist_2hr,17,13,0.0008132021931890332,4.75146446922748e-05,0.9639492170378157
sigwind_rptdist_2hr,17,13,0.043485946104527495,0.00021720980430754193,0.9897416880104691
hailone_rptdist_2hr,17,13,0.016473800218558043,0.0005633879299226869,0.9713823202344831
wind_rptdist_2hr,17,13,0.1185835223054218,0.0018428894334218012,0.9827733771049717
torn_rptdist_2hr,17,13,0.05301345439513605,0.0002918756745382595,0.9865715951580916
any_rptdist_2hr,17,13,0.11838446780894407,0.002335005396306076,0.9771391982789188
sighail_rptdist_2hr,18,13,0.0003503422264744538,4.75146446922748e-05,0.9486059849962956
sigwind_rptdist_2hr,18,13,0.020158936955957163,0.00021720980430754193,0.9873098523925427
hailone_rptdist_2hr,18,13,0.019890255002923962,0.0005633879299226869,0.9742654194610554
wind_rptdist_2hr,18,13,0.10293621990118551,0.0018428894334218012,0.9824012464181674
torn_rptdist_2hr,18,13,0.03718805460059482,0.0002918756745382595,0.9883521973649305
any_rptdist_2hr,18,13,0.10427422324778379,0.002335005396306076,0.9784350817716881
sighail_rptdist_2hr,19,13,-0.011817476779399927,4.75146446922748e-05,0.966512705437873
sigwind_rptdist_2hr,19,13,0.05123101490748416,0.00021720980430754193,0.9877223277389657
hailone_rptdist_2hr,19,13,0.003204322502718515,0.0005633879299226869,0.9763455513169221
wind_rptdist_2hr,19,13,0.10839007166477976,0.0018428894334218012,0.983337723809806
torn_rptdist_2hr,19,13,0.04156743623827286,0.0002918756745382595,0.9864614387403206
any_rptdist_2hr,19,13,0.10864428326557818,0.002335005396306076,0.9790923674707841
sighail_rptdist_2hr,20,13,0.0022428231094053785,4.75146446922748e-05,0.9574758875963428
sigwind_rptdist_2hr,20,13,0.02980995125183228,0.00021720980430754193,0.9894510749553606
hailone_rptdist_2hr,20,13,0.018044693344014928,0.0005633879299226869,0.9728539565761006
wind_rptdist_2hr,20,13,0.095099120290562,0.0018428894334218012,0.982864696385637
torn_rptdist_2hr,20,13,0.056380153276822,0.0002918756745382595,0.9874916311913394
any_rptdist_2hr,20,13,0.10686033849251042,0.002335005396306076,0.977251085901055
